channel,most_probable_adc,threshold_1_delta,threshold_2_delta
8678,2066,6,8
8679,2061,7,8
8680,2058,6,8
8681,2064,7,8
8682,2064,6,8
8683,2058,6,8
8684,2066,6,8
8685,2064,7,8
8686,2064,7,8
8687,2062,7,8
8688,2064,7,8
8689,2064,7,8
8690,2064,7,8
8691,2064,7,8
8692,2062,7,8
8693,2062,7,8
8694,2066,7,8
8695,2060,7,8
8696,2058,7,8
8697,2057,7,8
8698,2064,7,8
8699,2064,7,8
8700,2061,7,8
8701,2060,7,8
8702,2056,7,8
8703,2062,7,8
8704,2064,7,8
8705,2061,7,8
8706,2054,7,8
8707,2062,7,8
8708,2066,7,8
8709,2064,7,8
8710,2070,6,8
8711,2072,6,7
8712,2075,6,7
8713,2069,6,7
8714,2078,6,7
8715,2080,6,7
8716,2067,6,7
8717,2069,6,7
8718,2072,6,8
8719,2072,6,8
8720,2068,6,7
8721,2072,6,8
8722,2076,6,7
8723,2072,6,7
8724,2068,6,7
8725,2074,6,7
8726,2072,6,8
8727,2069,6,7
8728,2070,6,7
8729,2068,6,7
8730,2074,6,8
8731,2072,6,8
8732,2064,6,8
8733,2078,6,7
8734,2072,6,7
8735,2069,6,7
8736,2080,6,7
8737,2070,6,7
8738,2082,6,7
8739,2070,6,7
8740,2068,6,7
8741,2069,6,7
8742,2074,6,7
8743,2068,6,7
8744,2076,6,7
8745,2071,6,7
8746,2066,6,7
8747,2066,6,7
8748,2069,6,7
8749,2071,6,7
8750,2078,6,7
8751,2064,7,8
8752,2073,6,7
8753,2068,6,7
8754,2082,6,7
8755,2077,6,7
8756,2068,6,7
8757,2064,6,7
8758,2066,6,8
8759,2066,6,7
8760,2070,6,7
8761,2082,6,7
8762,2080,6,7
8763,2073,6,7
8764,2074,6,7
8765,2069,6,7
8766,2066,6,8
8767,2078,6,7
8768,2072,6,7
8769,2080,6,8
8770,2072,6,7
8771,2067,6,7
8772,2076,6,7
8773,2070,6,7
8774,2031,6,7
8775,2035,6,7
8776,2025,6,8
8777,2054,6,7
8778,2034,6,7
8779,2033,6,7
8780,2037,6,7
8781,2031,6,7
8782,2026,6,7
8783,2031,6,8
8784,2031,6,7
8785,2027,6,7
8786,2027,6,7
8787,2034,6,7
8788,2028,6,7
8789,2038,6,7
8790,2035,6,7
8791,2029,6,7
8792,2042,6,7
8793,2027,6,7
8794,2053,6,7
8795,2033,6,7
8796,2035,6,7
8797,2031,6,7
8798,2025,6,7
8799,2033,6,7
8800,2031,6,7
8801,2032,6,7
8802,2037,6,7
8803,2034,6,7
8804,2035,6,7
8805,2034,6,7
8806,2034,6,7
8807,2034,6,7
8808,2031,6,7
8809,2028,6,7
8810,2029,6,7
8811,2033,6,7
8812,2031,6,8
8813,2027,6,7
8814,2031,6,7
8815,2034,6,7
8816,2030,6,7
8817,2031,6,7
8818,2031,6,7
8819,2031,6,8
8820,2029,6,7
8821,2030,6,7
8822,2027,6,7
8823,2030,6,7
8824,2054,6,7
8825,2027,6,7
8826,2037,6,7
8827,2026,6,7
8828,2037,6,7
8829,2030,6,7
8830,2027,6,7
8831,2027,6,7
8832,2028,6,7
8833,2035,6,7
8834,2038,6,7
8835,2030,6,7
8836,2039,6,7
8837,2031,6,7
8838,2054,6,7
8839,2031,6,7
8840,2031,6,7
8841,2031,6,7
8842,2031,6,7
8843,2037,6,7
8844,2029,6,7
8845,2041,6,7
8846,2035,6,7
8847,2035,6,7
8848,2028,6,7
8849,2038,6,7
8850,2039,6,7
8851,2035,6,7
8852,2038,6,7
8853,2033,6,7
8854,2029,6,7
8855,2036,6,7
8856,2037,6,7
8857,2031,6,7
8858,2033,6,7
8859,2031,6,7
8860,2037,6,7
8861,2031,6,7
8862,2034,6,7
8863,2031,6,7
8864,2037,6,7
8865,2037,6,7
8866,2033,6,7
8867,2029,6,7
8868,2054,6,7
8869,2029,6,7
8870,2039,6,7
8871,2052,8,10
8872,2038,6,7
8873,2034,6,7
8874,2039,6,7
8875,2039,6,7
8876,2033,6,7
8877,2029,6,7
8878,2039,6,7
8879,2034,6,7
8880,2031,6,7
8881,2028,6,7
8882,2039,6,7
8883,2018,6,7
8884,2032,6,7
8885,2038,6,7
8886,2039,6,7
8887,2031,6,7
8888,2034,6,7
8889,2025,6,7
8890,2039,6,7
8891,2029,6,7
8892,2033,6,7
8893,2027,6,7
8894,2034,6,7
8895,2037,6,7
8896,2037,6,7
8897,2042,6,7
8898,2026,6,7
8899,2042,6,7
8900,2034,6,7
8901,2035,6,7
8902,2023,6,7
8903,2011,6,7
8904,2017,6,7
8905,2013,6,7
8906,2021,6,7
8907,2010,6,7
8908,2018,6,7
8909,2013,6,7
8910,2015,6,6
8911,2013,6,7
8912,2018,5,7
8913,2021,6,7
8914,2015,6,7
8915,2019,6,7
8916,2017,6,7
8917,2019,6,6
8918,2029,5,6
8919,2015,6,7
8920,2015,5,6
8921,2016,5,6
8922,2015,5,6
8923,2018,5,6
8924,2023,5,6
8925,2017,6,6
8926,2019,5,6
8927,2013,5,6
8928,2013,5,6
8929,2021,5,6
8930,2019,5,6
8931,2017,6,6
8932,2012,5,6
8933,2012,5,6
8934,2018,5,6
8935,2010,5,7
8936,2009,5,6
8937,2017,5,6
8938,2009,5,6
8939,2017,5,6
8940,2018,5,6
8941,2012,6,6
8942,2009,5,6
8943,2015,6,7
8944,2020,5,6
8945,2026,5,6
8946,2015,5,6
8947,2015,5,6
8948,2012,5,6
8949,2023,6,7
8950,2020,5,6
8951,2009,5,6
8952,2013,5,6
8953,2012,5,6
8954,2022,5,6
8955,2011,5,6
8956,2021,5,6
8957,2017,5,6
8958,2018,5,6
8959,2013,5,6
8960,2009,5,6
8961,2023,5,6
8962,2017,5,6
8963,2018,5,6
8964,2020,5,6
8965,2017,6,7
8966,2051,12,13
8967,2053,6,7
8968,2056,6,7
8969,2040,6,7
8970,2054,6,7
8971,2053,6,7
8972,2060,6,7
8973,2060,6,7
8974,2042,6,7
8975,2057,6,7
8976,2039,6,6
8977,2054,6,7
8978,2052,7,10
8979,2060,5,6
8980,2052,11,12
8981,2052,10,12
8982,2054,5,6
8983,2041,5,7
8984,2053,5,6
8985,2038,5,6
8986,2058,5,6
8987,2034,5,6
8988,2041,6,6
8989,2054,6,6
8990,2029,6,6
8991,2058,6,7
8992,2052,13,13
8993,2041,5,6
8994,2059,5,6
8995,2039,5,6
8996,2035,5,6
8997,2060,5,6
8998,2039,5,6
8999,2039,6,6
9000,2038,5,6
9001,2052,13,14
9002,2056,5,6
9003,2042,5,6
9004,2061,5,6
9005,2041,5,6
9006,2042,5,6
9007,2061,5,6
9008,2039,5,6
9009,2043,12,13
9010,2039,5,6
9011,2059,5,6
9012,2053,5,6
9013,2031,6,6
9014,2056,6,6
9015,2031,5,6
9016,2052,5,6
9017,2039,5,6
9018,2058,5,6
9019,2042,13,14
9020,2039,5,6
9021,2039,5,6
9022,2052,6,8
9023,2038,5,6
9024,2054,5,6
9025,2054,5,6
9026,2059,5,6
9027,2060,5,6
9028,2042,5,6
9029,2035,5,6
9030,2017,5,6
9031,2019,5,6
9032,2015,6,6
9033,2015,5,6
9034,2015,5,6
9035,2023,5,6
9036,2020,5,6
9037,2027,5,6
9038,2018,5,6
9039,2017,6,6
9040,2030,5,6
9041,2017,5,6
9042,2027,5,6
9043,2018,5,6
9044,2019,5,6
9045,2020,5,6
9046,2026,5,6
9047,2022,5,6
9048,2026,5,6
9049,2025,5,6
9050,2021,5,6
9051,2022,5,6
9052,2017,5,6
9053,2019,5,6
9054,2029,5,6
9055,2017,5,6
9056,2028,5,6
9057,2019,5,6
9058,2022,5,6
9059,2019,5,6
9060,2017,5,6
9061,2023,5,6
9062,2015,5,6
9063,2022,5,6
9064,2018,5,6
9065,2027,5,6
9066,2021,5,6
9067,2031,5,6
9068,2027,5,6
9069,2029,5,6
9070,2015,5,6
9071,2012,5,6
9072,2025,5,6
9073,2023,5,6
9074,2023,5,6
9075,2017,5,6
9076,2023,5,6
9077,2027,5,6
9078,2024,5,6
9079,2029,5,5
9080,2023,5,6
9081,2019,5,6
9082,2019,5,6
9083,2022,5,5
9084,2021,5,6
9085,2018,5,5
9086,2021,5,6
9087,2023,5,6
9088,2025,5,5
9089,2024,5,5
9090,2021,5,5
9091,2010,5,6
9092,2022,5,6
9093,2018,5,6
9094,2037,5,6
9095,2056,5,6
9096,2058,5,6
9097,2039,5,6
9098,2039,5,6
9099,2052,6,9
9100,2052,11,12
9101,2051,12,13
9102,2037,5,6
9103,2040,5,6
9104,2057,5,6
9105,2036,5,6
9106,2053,5,6
9107,2054,5,6
9108,2041,5,6
9109,2037,5,6
9110,2039,5,6
9111,2042,10,12
9112,2039,5,6
9113,2053,5,8
9114,2041,5,6
9115,2041,5,6
9116,2053,5,6
9117,2037,5,6
9118,2034,5,6
9119,2054,5,6
9120,2035,5,6
9121,2039,5,6
9122,2041,5,6
9123,2041,5,6
9124,2039,5,5
9125,2042,11,12
9126,2053,5,7
9127,2038,5,6
9128,2039,5,6
9129,2052,13,14
9130,2041,5,6
9131,2052,5,7
9132,2030,5,6
9133,2042,5,6
9134,2027,5,6
9135,2034,5,6
9136,2056,5,6
9137,2041,5,6
9138,2060,5,6
9139,2039,5,6
9140,2054,5,6
9141,2041,5,6
9142,2056,5,6
9143,2056,5,6
9144,2058,5,5
9145,2035,5,5
9146,2041,5,6
9147,2053,11,12
9148,2054,5,5
9149,2041,5,5
9150,2060,5,5
9151,2031,5,6
9152,2041,5,5
9153,2031,5,5
9154,2041,5,5
9155,2038,5,5
9156,2052,5,7
9157,2062,5,5
9158,2058,5,5
9159,2062,5,5
9160,2067,5,5
9161,2062,5,5
9162,2052,5,6
9163,2060,5,5
9164,2041,5,5
9165,2064,5,5
9166,2068,5,5
9167,2039,5,5
9168,2042,12,12
9169,2039,5,5
9170,2058,5,5
9171,2038,5,5
9172,2057,5,5
9173,2060,5,6
9174,2041,5,5
9175,2054,5,5
9176,2054,4,5
9177,2056,5,5
9178,2054,5,5
9179,2060,5,5
9180,2065,4,5
9181,2058,5,5
9182,2041,5,5
9183,2042,10,11
9184,2061,4,5
9185,2060,5,5
9186,2060,4,5
9187,2052,12,13
9188,2054,4,5
9189,2060,4,5
9190,2056,4,5
9191,2056,4,5
9192,2053,5,9
9193,2062,4,5
9194,2060,4,5
9195,2054,4,5
9196,2062,4,5
9197,2059,4,5
9198,2054,4,5
9199,2060,4,5
9200,2060,4,5
9201,2056,4,5
9202,2039,4,5
9203,2063,4,5
9204,2053,4,5
9205,2064,4,5
9206,2060,4,5
9207,2053,4,6
9208,2038,4,5
9209,2036,4,5
9210,2054,4,5
9211,2059,4,5
9212,2060,4,5
9213,2058,4,5
9214,2061,4,5
9215,2060,4,5
9216,2058,4,5
9217,2058,4,5
9218,2042,12,13
9219,2053,4,5
9220,2056,4,5
9221,2065,4,5
9222,2036,4,5
9223,2042,10,11
9224,2053,9,11
9225,2031,4,5
9226,2051,11,12
9227,2037,4,5
9228,2051,12,13
9229,2037,4,5
9230,2053,9,11
9231,2053,4,5
9232,2041,4,5
9233,2040,4,4
9234,2054,4,5
9235,2033,4,4
9236,2035,4,5
9237,2037,4,5
9238,2039,4,5
9239,2041,4,5
9240,2035,4,5
9241,2040,4,5
9242,2052,9,10
9243,2042,11,12
9244,2035,4,4
9245,2040,4,5
9246,2041,4,5
9247,2053,4,5
9248,2038,4,4
9249,2054,4,4
9250,2054,4,5
9251,2039,4,4
9252,2038,4,4
9253,2041,4,4
9254,2035,4,4
9255,2052,11,12
9256,2057,4,4
9257,2033,4,4
9258,2039,4,4
9259,2031,4,4
9260,2054,4,4
9261,2041,4,4
9262,2052,11,12
9263,2053,9,11
9264,2036,4,4
9265,2036,4,4
9266,2041,4,5
9267,2039,4,4
9268,2038,4,4
9269,2037,4,4
9270,2053,9,11
9271,2036,4,4
9272,2039,4,4
9273,2037,4,4
9274,2039,4,4
9275,2041,11,12
9276,2056,4,4
9277,2039,4,4
9278,2055,4,4
9279,2054,4,9
9280,2034,4,4
9281,2041,4,4
9282,2041,4,4
9283,2052,10,11
9284,2054,4,4
9285,2052,12,13
9286,2056,4,5
9287,2039,4,4
9288,2057,4,4
9289,2040,4,4
9290,2053,4,7
9291,2053,10,11
9292,2031,4,4
9293,2058,4,4
9294,2042,12,12
9295,2039,4,4
9296,2052,10,11
9297,2053,4,5
9298,2062,4,4
9299,2053,4,7
9300,2038,4,4
9301,2056,4,4
9302,2054,4,4
9303,2061,4,4
9304,2057,4,4
9305,2054,4,4
9306,2057,4,4
9307,2056,4,4
9308,2051,11,12
9309,2061,4,4
9310,2064,4,4
9311,2037,4,4
9312,2054,4,4
9313,2065,4,4
9314,2055,4,4
9315,2058,4,4
9316,2053,11,12
9317,2058,4,4
9318,2038,4,4
9319,2054,4,5
9320,2040,4,4
9321,2053,4,4
9322,2052,11,11
9323,2056,4,4
9324,2039,4,4
9325,2062,4,4
9326,2039,4,4
9327,2054,4,4
9328,2042,12,12
9329,2056,4,4
9330,2061,4,4
9331,2053,10,11
9332,2039,4,4
9333,2053,4,4
9334,2041,4,4
9335,2057,4,4
9336,2041,10,11
9337,2034,4,4
9338,2054,4,4
9339,2054,4,4
9340,2052,10,11
9341,2040,4,4
9342,2039,4,4
9343,2056,4,4
9344,2059,4,4
9345,2053,4,4
9346,2055,4,4
9347,2052,11,12
9348,2055,4,4
9349,2057,4,4
9350,2031,4,4
9351,2029,4,4
9352,2027,4,4
9353,2031,4,4
9354,2033,4,4
9355,2029,4,4
9356,2030,4,4
9357,2034,4,4
9358,2038,4,4
9359,2037,4,4
9360,2037,4,4
9361,2034,4,4
9362,2036,4,4
9363,2038,4,4
9364,2031,4,4
9365,2035,4,4
9366,2036,4,4
9367,2033,4,4
9368,2032,4,4
9369,2031,4,4
9370,2031,4,4
9371,2032,4,4
9372,2037,4,4
9373,2033,4,4
9374,2034,4,4
9375,2024,3,4
9376,2029,4,4
9377,2031,4,4
9378,2034,4,4
9379,2024,3,4
9380,2027,4,4
9381,2039,4,4
9382,2039,3,4
9383,2030,3,4
9384,2037,3,4
9385,2035,3,4
9386,2027,3,4
9387,2039,3,4
9388,2038,3,4
9389,2052,10,11
9390,2031,3,4
9391,2034,4,4
9392,2034,3,3
9393,2030,3,4
9394,2028,3,4
9395,2026,3,4
9396,2025,3,4
9397,2034,3,3
9398,2035,4,4
9399,2032,3,4
9400,2036,3,4
9401,2025,4,4
9402,2039,4,4
9403,2031,3,4
9404,2023,3,4
9405,2032,3,4
9406,2032,3,4
9407,2035,4,4
9408,2027,3,4
9409,2025,3,4
9410,2025,4,4
9411,2036,3,4
9412,2037,3,4
9413,2031,4,4
9414,2032,3,4
9415,2023,3,4
9416,2023,3,4
9417,2037,3,4
9418,2031,4,4
9419,2027,3,4
9420,2033,3,4
9421,2026,3,4
9422,2029,3,4
9423,2021,3,4
9424,2029,3,4
9425,2031,3,4
9426,2031,4,4
9427,2031,3,4
9428,2031,3,4
9429,2038,3,4
9430,2029,3,4
9431,2031,3,4
9432,2031,3,4
9433,2028,3,4
9434,2033,3,4
9435,2038,3,4
9436,2031,3,4
9437,2030,3,4
9438,2041,11,12
9439,2028,3,3
9440,2035,3,4
9441,2035,3,4
9442,2025,3,4
9443,2031,3,4
9444,2031,3,4
9445,2031,3,4
9446,2017,3,4
9447,2034,3,4
9448,2038,3,3
9449,2025,3,4
9450,2029,3,4
9451,2024,3,4
9452,2034,3,4
9453,2029,3,4
9454,2025,3,4
9455,2029,3,3
9456,2035,3,4
9457,2029,3,3
9458,2023,3,4
9459,2039,3,4
9460,2038,3,4
9461,2021,3,4
9462,2033,3,4
9463,2030,3,4
9464,2033,3,4
9465,2023,3,4
9466,2031,4,4
9467,2027,3,4
9468,2033,3,4
9469,2034,3,4
9470,2031,3,4
9471,2028,3,4
9472,2031,3,4
9473,2034,3,4
9474,2029,3,4
9475,2020,3,4
9476,2031,3,4
9477,2033,3,4
9478,2031,4,4
9479,2038,3,4
9480,2038,3,4
9481,2058,3,4
9482,2038,3,4
9483,2036,3,4
9484,2037,3,4
9485,2034,3,4
9486,2031,3,4
9487,2026,3,4
9488,2034,3,4
9489,2036,3,3
9490,2041,3,4
9491,2034,3,4
9492,2033,3,4
9493,2031,4,4
9494,2032,3,3
9495,2033,3,4
9496,2037,3,4
9497,2038,3,3
9498,2037,3,4
9499,2034,3,4
9500,2039,3,4
9501,2033,3,4
9502,2031,3,3
9503,2021,3,3
9504,2029,3,4
9505,2037,3,3
9506,2034,3,3
9507,2043,10,10
9508,2033,3,3
9509,2034,3,3
9510,2053,12,12
9511,2039,3,3
9512,2039,3,4
9513,2033,3,3
9514,2042,10,11
9515,2039,3,4
9516,2040,3,3
9517,2026,3,3
9518,2039,3,4
9519,2030,3,4
9520,2036,3,3
9521,2039,3,4
9522,2035,3,4
9523,2053,10,11
9524,2034,3,4
9525,2037,3,3
9526,2042,4,9
9527,2037,3,3
9528,2033,3,3
9529,2037,3,4
9530,2039,3,3
9531,2038,3,3
9532,2040,3,3
9533,2035,3,3
9534,2040,3,3
9535,2053,12,12
9536,2035,3,4
9537,2033,3,3
9538,2031,3,3
9539,2035,3,3
9540,2037,3,3
9541,2039,3,4
9542,2023,3,3
9543,2022,3,4
9544,2024,3,3
9545,2026,3,3
9546,2030,3,3
9547,2019,3,3
9548,2019,3,4
9549,2028,3,3
9550,2029,3,4
9551,2022,3,4
9552,2022,3,3
9553,2017,3,3
9554,2026,3,3
9555,2011,3,4
9556,2019,3,3
9557,2027,3,3
9558,2022,3,3
9559,2024,3,3
9560,2026,3,3
9561,2020,3,3
9562,2026,3,3
9563,2011,3,3
9564,2025,3,3
9565,2025,3,3
9566,2025,3,3
9567,2017,3,3
9568,2019,3,3
9569,2022,3,3
9570,2021,3,3
9571,2023,3,3
9572,2018,3,3
9573,2026,3,3
9574,2026,3,4
9575,2027,3,3
9576,2021,3,4
9577,2018,3,4
9578,2014,3,4
9579,2012,3,3
9580,2026,3,3
9581,2011,3,3
9582,2011,3,3
9583,2023,3,4
9584,2013,3,3
9585,2029,3,3
9586,2021,3,3
9587,2024,3,3
9588,2026,3,3
9589,2022,3,3
9590,2019,3,4
9591,2028,3,3
9592,2023,3,3
9593,2028,3,3
9594,2015,3,4
9595,2024,3,3
9596,2028,3,3
9597,2019,3,3
9598,2013,3,3
9599,2026,3,3
9600,2034,3,3
9601,2011,3,3
9602,2023,3,3
9603,2017,3,3
9604,2011,3,3
9605,2028,3,3
9606,678,9,10
9607,676,6,8
9608,680,6,6
9609,676,5,6
9610,673,5,6
9611,675,5,6
9612,679,5,6
9613,678,5,6
9614,675,5,6
9615,679,5,5
9616,677,5,6
9617,680,5,6
9618,674,5,5
9619,674,5,6
9620,671,5,5
9621,676,5,6
9622,672,5,6
9623,679,5,5
9624,677,5,5
9625,675,5,5
9626,672,5,6
9627,682,5,6
9628,672,5,6
9629,682,5,6
9630,674,5,6
9631,677,5,6
9632,676,5,6
9633,668,5,6
9634,674,5,6
9635,674,5,6
9636,680,5,6
9637,676,5,5
9638,677,5,6
9639,682,5,6
9640,676,5,6
9641,672,5,6
9642,680,5,6
9643,672,5,6
9644,677,5,6
9645,677,5,6
9646,680,5,6
9647,672,5,6
9648,678,5,5
9649,677,5,6
9650,674,5,6
9651,676,5,6
9652,675,5,6
9653,680,5,6
9654,680,5,7
9655,678,5,6
9656,678,5,6
9657,682,5,6
9658,673,5,6
9659,679,5,6
9660,668,5,6
9661,675,5,6
9662,674,5,6
9663,670,5,6
9664,681,5,6
9665,683,5,6
9666,678,5,6
9667,684,5,6
9668,676,5,6
9669,680,5,6
9670,676,6,7
9671,672,6,7
9672,675,5,6
9673,676,5,6
9674,664,5,6
9675,673,5,6
9676,668,5,6
9677,671,5,6
9678,676,5,6
9679,677,5,6
9680,676,6,7
9681,670,5,6
9682,672,6,7
9683,676,6,7
9684,668,5,6
9685,676,6,7
9686,667,5,6
9687,676,5,6
9688,674,5,6
9689,670,5,6
9690,670,5,6
9691,677,5,6
9692,670,5,6
9693,675,5,6
9694,670,5,6
9695,678,5,6
9696,672,5,7
9697,678,6,7
9698,670,5,6
9699,670,5,6
9700,674,5,6
9701,677,5,6
9702,688,5,6
9703,688,5,6
9704,688,6,7
9705,685,5,6
9706,684,6,7
9707,684,5,6
9708,686,5,6
9709,687,5,6
9710,680,5,6
9711,680,5,6
9712,684,5,6
9713,684,5,6
9714,690,5,6
9715,677,5,6
9716,677,5,6
9717,682,5,6
9718,685,5,6
9719,684,5,6
9720,682,5,6
9721,685,5,6
9722,681,5,6
9723,681,5,6
9724,679,5,6
9725,686,5,6
9726,686,5,6
9727,685,5,6
9728,684,5,6
9729,685,5,6
9730,689,5,6
9731,683,5,6
9732,682,5,6
9733,683,6,7
9734,674,5,7
9735,666,5,6
9736,668,5,6
9737,667,5,6
9738,671,5,6
9739,672,5,6
9740,665,5,6
9741,664,5,6
9742,669,5,6
9743,678,5,6
9744,669,5,6
9745,669,5,6
9746,668,5,6
9747,664,5,6
9748,664,5,6
9749,672,5,7
9750,665,5,6
9751,672,5,6
9752,671,5,6
9753,667,5,6
9754,668,5,5
9755,668,5,6
9756,668,5,6
9757,668,5,6
9758,674,5,6
9759,663,5,6
9760,663,5,6
9761,665,5,5
9762,672,5,5
9763,664,5,5
9764,675,5,6
9765,666,5,5
9766,675,5,6
9767,666,5,6
9768,676,5,6
9769,681,5,6
9770,682,5,5
9771,676,5,6
9772,668,5,5
9773,677,5,6
9774,679,5,5
9775,676,5,6
9776,670,5,6
9777,680,5,5
9778,671,5,5
9779,678,5,5
9780,675,5,6
9781,672,5,6
9782,680,5,6
9783,675,5,6
9784,670,5,6
9785,668,5,6
9786,680,5,6
9787,680,5,6
9788,670,5,6
9789,678,5,6
9790,676,5,6
9791,678,5,6
9792,675,5,6
9793,673,5,6
9794,675,5,6
9795,669,5,6
9796,679,5,6
9797,681,5,6
9798,680,5,6
9799,685,5,6
9800,684,5,6
9801,683,5,6
9802,679,5,6
9803,679,5,6
9804,684,5,6
9805,686,5,6
9806,683,5,6
9807,680,5,6
9808,680,5,6
9809,681,5,6
9810,687,5,6
9811,683,5,6
9812,678,5,6
9813,689,5,6
9814,687,5,6
9815,682,5,6
9816,685,5,6
9817,680,5,6
9818,680,5,6
9819,682,5,5
9820,678,5,6
9821,678,5,6
9822,687,5,6
9823,681,5,6
9824,686,5,6
9825,683,5,6
9826,682,5,6
9827,678,5,6
9828,677,5,6
9829,690,5,6
9830,672,5,6
9831,667,5,6
9832,676,5,6
9833,672,5,6
9834,669,5,6
9835,668,5,6
9836,677,5,6
9837,678,5,6
9838,675,5,6
9839,676,5,6
9840,672,5,5
9841,676,5,6
9842,668,5,6
9843,675,5,5
9844,673,5,5
9845,673,5,5
9846,666,5,6
9847,674,5,6
9848,676,5,6
9849,673,5,6
9850,679,5,5
9851,669,5,6
9852,673,5,6
9853,678,5,6
9854,673,5,6
9855,680,5,6
9856,668,5,5
9857,682,5,5
9858,671,5,6
9859,670,5,6
9860,666,5,6
9861,671,5,6
9862,682,5,6
9863,677,5,6
9864,677,5,5
9865,676,5,6
9866,669,5,5
9867,681,5,6
9868,675,5,6
9869,682,5,5
9870,679,5,6
9871,676,5,5
9872,676,5,5
9873,680,5,6
9874,678,5,6
9875,677,5,6
9876,679,5,6
9877,681,5,6
9878,676,5,6
9879,679,5,6
9880,678,5,6
9881,678,5,6
9882,669,5,5
9883,679,5,5
9884,680,5,6
9885,677,5,6
9886,678,5,5
9887,672,5,6
9888,675,5,6
9889,671,5,6
9890,679,5,6
9891,671,5,6
9892,677,5,6
9893,677,5,6
9894,673,5,6
9895,678,5,6
9896,676,5,6
9897,670,5,6
9898,673,5,6
9899,668,5,6
9900,669,5,5
9901,675,5,6
9902,676,5,6
9903,668,5,6
9904,670,5,6
9905,674,5,6
9906,679,5,6
9907,674,5,6
9908,672,5,6
9909,676,5,6
9910,671,5,6
9911,670,5,6
9912,676,5,6
9913,674,5,6
9914,675,5,6
9915,670,5,6
9916,677,5,5
9917,668,5,5
9918,672,5,6
9919,672,5,6
9920,670,5,5
9921,673,5,5
9922,676,5,5
9923,677,5,6
9924,676,5,5
9925,666,5,6
9926,685,5,6
9927,682,5,6
9928,682,5,6
9929,690,5,6
9930,684,5,5
9931,684,5,5
9932,682,5,5
9933,679,5,5
9934,685,5,6
9935,675,5,6
9936,681,5,5
9937,679,5,6
9938,684,5,6
9939,689,5,6
9940,684,5,5
9941,684,5,6
9942,690,5,6
9943,681,5,6
9944,686,5,5
9945,684,5,6
9946,684,5,5
9947,682,5,6
9948,684,5,6
9949,682,5,6
9950,680,5,6
9951,680,5,5
9952,682,5,5
9953,679,5,6
9954,685,5,6
9955,683,5,6
9956,687,5,6
9957,683,5,6
9958,677,5,6
9959,669,5,6
9960,676,5,5
9961,666,5,6
9962,678,5,6
9963,674,5,6
9964,671,5,6
9965,674,5,6
9966,673,5,6
9967,671,5,5
9968,673,5,5
9969,676,5,6
9970,676,5,6
9971,668,5,5
9972,667,5,5
9973,680,5,6
9974,674,5,6
9975,676,5,5
9976,676,5,5
9977,671,5,5
9978,676,5,5
9979,676,5,5
9980,678,5,5
9981,676,5,5
9982,670,5,6
9983,678,5,6
9984,674,5,5
9985,670,5,5
9986,676,5,5
9987,673,5,6
9988,674,5,5
9989,678,5,6
9990,681,5,6
9991,677,5,5
9992,675,5,5
9993,679,5,5
9994,677,5,5
9995,677,5,5
9996,674,5,5
9997,676,5,5
9998,668,5,5
9999,673,5,6
10000,672,5,6
10001,677,5,6
10002,674,5,6
10003,678,5,6
10004,679,5,6
10005,674,5,6
10006,674,5,6
10007,678,5,5
10008,676,5,5
10009,670,5,6
10010,672,5,6
10011,669,5,6
10012,671,3,3
10013,678,5,6
10014,677,5,6
10015,672,5,6
10016,676,5,6
10017,681,5,6
10018,676,5,6
10019,671,5,6
10020,674,5,6
10021,676,5,6
10022,683,5,6
10023,677,5,6
10024,680,5,6
10025,678,5,6
10026,684,5,6
10027,683,5,6
10028,686,5,6
10029,682,5,6
10030,682,5,6
10031,686,5,5
10032,681,5,5
10033,680,5,6
10034,681,5,5
10035,685,5,6
10036,680,5,6
10037,685,5,6
10038,678,5,6
10039,682,5,6
10040,682,5,6
10041,680,5,6
10042,682,5,6
10043,682,5,6
10044,683,5,5
10045,681,5,6
10046,684,5,6
10047,686,5,6
10048,689,5,6
10049,686,5,6
10050,684,5,6
10051,676,5,6
10052,680,5,6
10053,688,5,6
10054,671,5,6
10055,679,5,6
10056,666,5,6
10057,668,5,6
10058,670,5,6
10059,676,5,6
10060,668,5,6
10061,666,5,6
10062,672,5,6
10063,672,5,6
10064,669,5,5
10065,667,5,5
10066,668,5,5
10067,674,5,6
10068,670,5,6
10069,671,5,6
10070,668,5,5
10071,672,5,6
10072,670,5,6
10073,666,5,5
10074,668,5,5
10075,674,5,6
10076,667,5,6
10077,673,5,6
10078,677,5,6
10079,669,5,6
10080,672,5,5
10081,678,5,6
10082,678,5,5
10083,671,5,5
10084,675,5,5
10085,669,5,6
10086,680,5,6
10087,677,5,5
10088,679,5,5
10089,674,5,5
10090,678,5,6
10091,678,5,5
10092,676,5,5
10093,673,5,6
10094,680,5,6
10095,673,5,6
10096,676,5,5
10097,668,5,5
10098,674,5,6
10099,674,5,6
10100,670,5,6
10101,676,5,6
10102,673,5,5
10103,677,5,5
10104,674,5,6
10105,680,5,5
10106,680,5,6
10107,673,5,6
10108,675,5,6
10109,678,5,5
10110,672,5,5
10111,671,5,5
10112,673,5,5
10113,679,5,5
10114,676,5,5
10115,674,5,5
10116,677,5,5
10117,675,5,6
10118,684,5,6
10119,682,5,5
10120,682,5,5
10121,681,5,5
10122,685,5,5
10123,684,5,5
10124,681,5,5
10125,678,5,5
10126,683,4,5
